date,Year_Month,open,high,low,close,volume,avg_vol_20d,UNRATE(%),CONSUMER CONF INDEX,PPI-CONST MAT.,CPIALLITEMS,INFLATION(%),MORTGAGE INT. MONTHLY AVG(%),MED HOUSEHOLD INCOME,CORP. BOND YIELD(%),MONTHLY HOME SUPPLY
2004/3/22,3-2004,1109.78,1109.78,1089.54,1095.4,1452300000,1467555000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/23,3-2004,1095.4,1101.52,1091.5699,1093.95,1458200000,1463285000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/24,3-2004,1093.95,1098.3199,1087.16,1091.33,1527800000,1471640000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/25,3-2004,1091.33,1110.38,1091.33,1109.1899,1471700000,1476030000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/26,3-2004,1109.1899,1115.27,1106.13,1108.0601,1319100000,1464965000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/29,3-2004,1108.0601,1124.37,1108.0601,1122.47,1405500000,1460385000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/30,3-2004,1122.47,1127.6,1119.66,1127,1332400000,1453205000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/3/31,3-2004,1127,1130.83,1121.46,1126.21,1560700000,1464515000,5.8,88.5,156.5,79.06605855,1.737242119,5.445,44334,5.33,3.6
2004/4/1,4-2004,1126.21,1135.67,1126.2,1132.17,1560700000,1479260000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/2,4-2004,1132.17,1144.8101,1132.17,1141.8101,1629200000,1490810000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/5,4-2004,1141.8101,1150.5699,1141.64,1150.5699,1413700000,1498775000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/6,4-2004,1150.5699,1150.5699,1143.3,1148.16,1397700000,1493690000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/7,4-2004,1148.16,1148.16,1138.41,1140.53,1458800000,1484210000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/8,4-2004,1140.53,1148.97,1134.52,1139.3199,1199800000,1449705000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/12,4-2004,1139.3199,1147.29,1139.3199,1145.2,1102400000,1435400000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/13,4-2004,1145.2,1147.78,1127.7,1129.4399,1423200000,1426530000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/14,4-2004,1129.4399,1132.52,1122.15,1128.17,1547700000,1428880000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/15,4-2004,1128.17,1134.08,1120.75,1128.84,1568700000,1432810000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/16,4-2004,1128.84,1136.8,1126.9,1134.61,1487800000,1438740000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/19,4-2004,1134.5601,1136.1801,1129.84,1135.8199,1194900000,1425615000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/20,4-2004,1135.8199,1139.26,1118.09,1118.15,1508500000,1428425000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/21,4-2004,1118.15,1125.72,1116.03,1124.09,1738100000,1442420000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/22,4-2004,1124.09,1142.77,1121.95,1139.9301,1826700000,1457365000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/23,4-2004,1139.9301,1141.92,1134.8101,1140.6,1396100000,1453585000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/26,4-2004,1140.6,1145.08,1132.91,1135.53,1290600000,1452160000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/27,4-2004,1135.53,1146.5601,1135.53,1138.11,1518000000,1457785000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/28,4-2004,1138.11,1138.11,1121.7,1122.41,1855600000,1483945000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/29,4-2004,1122.41,1128.8,1108.04,1113.89,1859000000,1498860000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/4/30,4-2004,1113.89,1119.26,1107.23,1107.3,1634700000,1502560000,5.6,88.5,160.1,79.31920495,2.28509249,5.83,44334,5.73,4
2004/5/3,5-2004,1107.3,1118.72,1107.3,1117.49,1571600000,1499680000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/4,5-2004,1117.49,1127.74,1112.89,1119.55,1662100000,1512100000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/5,5-2004,1119.55,1125.0699,1117.9,1121.53,1469000000,1515665000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/6,5-2004,1121.53,1121.53,1106.3,1113.99,1509300000,1518190000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/7,5-2004,1113.99,1117.3,1098.63,1098.7,1653600000,1540880000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/10,5-2004,1098.7,1098.7,1079.63,1087.12,1918400000,1581680000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/11,5-2004,1087.12,1095.6899,1087.12,1095.45,1533800000,1587210000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/12,5-2004,1095.45,1097.55,1076.3199,1097.28,1697600000,1594705000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/13,5-2004,1097.28,1102.77,1091.76,1096.4399,1411100000,1586825000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/14,5-2004,1096.4399,1102.1,1088.24,1095.7,1335900000,1579230000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/17,5-2004,1095.7,1095.7,1079.36,1084.1,1430100000,1590990000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/18,5-2004,1084.1,1094.1,1084.1,1091.49,1353000000,1583215000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/19,5-2004,1091.49,1105.9301,1088.49,1088.6801,1548600000,1573740000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/20,5-2004,1088.6801,1092.62,1085.4301,1089.1899,1211000000,1542955000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/21,5-2004,1089.1899,1099.64,1089.1899,1093.5601,1258600000,1536080000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/24,5-2004,1093.5601,1101.28,1091.77,1095.41,1227500000,1532925000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/25,5-2004,1095.41,1113.8,1090.74,1113.05,1545700000,1534310000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/26,5-2004,1113.05,1116.71,1109.91,1114.9399,1369400000,1510000000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/27,5-2004,1114.9399,1123.95,1114.86,1121.28,1447500000,1489425000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/5/28,5-2004,1121.28,1122.6899,1118.1,1120.6801,1172600000,1466320000,5.6,93,162.7,79.78330668,3.051771115,6.27,44334,6.04,3.8
2004/6/1,6-2004,1120.6801,1122.7,1113.3199,1121.2,1238000000,1449640000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/2,6-2004,1121.2,1128.1,1118.64,1124.99,1251700000,1429120000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/3,6-2004,1124.99,1125.3101,1116.5699,1116.64,1232400000,1417290000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/4,6-2004,1116.64,1129.17,1116.64,1122.5,1115300000,1397590000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/7,6-2004,1122.5,1140.54,1122.5,1140.42,1211800000,1375500000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/8,6-2004,1140.42,1142.1801,1135.45,1142.1801,1190300000,1339095000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/9,6-2004,1142.1801,1142.1801,1131.17,1131.33,1276800000,1326245000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/10,6-2004,1131.33,1136.47,1131.33,1136.47,1160600000,1299395000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/14,6-2004,1136.47,1136.47,1122.16,1125.29,1179400000,1287810000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/15,6-2004,1125.29,1137.36,1125.29,1132.01,1345900000,1288310000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/16,6-2004,1132.01,1135.28,1130.55,1133.5601,1168400000,1275225000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/17,6-2004,1133.5601,1133.5601,1126.89,1132.05,1296700000,1272410000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/18,6-2004,1132.05,1138.96,1129.83,1135.02,1500600000,1270010000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/21,6-2004,1135.02,1138.05,1129.64,1130.3,1123900000,1265655000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/22,6-2004,1130.3,1135.05,1124.37,1134.41,1382300000,1271840000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/23,6-2004,1134.41,1145.15,1131.73,1144.0601,1444200000,1282675000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/24,6-2004,1144.0601,1146.34,1139.9399,1140.65,1394900000,1275135000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/25,6-2004,1140.65,1145.97,1134.24,1134.4301,1812900000,1297310000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/28,6-2004,1134.4301,1142.6,1131.72,1133.35,1354600000,1292665000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/29,6-2004,1133.35,1138.26,1131.8101,1136.2,1375000000,1302785000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/6/30,6-2004,1136.2,1144.2,1133.62,1140.84,1473800000,1314575000,5.6,93.1,162,80.03645308,3.266194886,6.2875,44334,6.01,3.9
2004/7/1,7-2004,1140.84,1140.84,1123.0601,1128.9399,1495700000,1326775000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/2,7-2004,1128.9399,1129.15,1123.26,1125.38,1085000000,1319405000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/6,7-2004,1125.38,1125.38,1113.21,1116.21,1283300000,1327805000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/7,7-2004,1116.21,1122.37,1114.92,1118.33,1328600000,1333645000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/8,7-2004,1118.33,1119.12,1108.72,1109.11,1401100000,1344185000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/9,7-2004,1109.11,1115.5699,1109.11,1112.8101,1186300000,1339660000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/12,7-2004,1112.8101,1116.11,1106.71,1114.35,1114600000,1337360000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/13,7-2004,1114.35,1116.3,1112.99,1115.14,1199700000,1338375000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/14,7-2004,1115.14,1119.6,1107.83,1111.47,1462000000,1344180000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/15,7-2004,1111.47,1114.63,1106.67,1106.6899,1408700000,1356195000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/16,7-2004,1106.6899,1112.17,1101.0699,1101.39,1450300000,1363875000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/19,7-2004,1101.39,1105.52,1096.55,1100.9,1319900000,1354840000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/20,7-2004,1100.9,1108.88,1099.1,1108.67,1445800000,1370935000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/21,7-2004,1108.67,1116.27,1093.88,1093.88,1679500000,1385795000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/22,7-2004,1093.88,1099.66,1084.16,1096.84,1680800000,1397625000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/23,7-2004,1096.84,1096.84,1083.5601,1086.2,1337500000,1394755000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/26,7-2004,1086.2,1089.8199,1078.78,1084.0699,1413400000,1374780000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/27,7-2004,1084.0699,1096.65,1084.0699,1094.83,1610800000,1387590000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/28,7-2004,1094.83,1098.84,1082.17,1095.42,1554300000,1396555000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/29,7-2004,1095.42,1103.51,1095.42,1100.4301,1530100000,1399370000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/7/30,7-2004,1100.4301,1103.73,1096.96,1101.72,1298200000,1389495000,5.5,102.8,162.2,79.90987988,2.990755838,6.056,44334,5.82,4.5
2004/8/2,8-2004,1101.72,1108.6,1097.34,1106.62,1276000000,1399045000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/3,8-2004,1106.62,1106.62,1099.26,1099.6899,1338300000,1401795000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/4,8-2004,1099.6899,1102.45,1092.4,1098.63,1369200000,1403825000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/5,8-2004,1098.63,1098.79,1079.98,1080.7,1397400000,1403640000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/6,8-2004,1080.7,1080.7,1062.23,1063.97,1521000000,1420375000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/9,8-2004,1063.97,1069.46,1063.97,1065.22,1086000000,1418945000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/10,8-2004,1065.22,1079.04,1065.22,1079.04,1245600000,1421240000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/11,8-2004,1079.04,1079.04,1065.92,1075.79,1410400000,1418660000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/12,8-2004,1075.79,1075.79,1062.8199,1063.23,1405100000,1418480000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/13,8-2004,1063.23,1067.58,1060.72,1064.8,1175100000,1404720000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/16,8-2004,1064.8,1080.66,1064.8,1079.34,1206200000,1399035000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/17,8-2004,1079.34,1086.78,1079.34,1081.71,1267800000,1390135000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/18,8-2004,1081.71,1095.17,1078.9301,1095.17,1282500000,1370285000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/19,8-2004,1095.17,1095.17,1086.28,1091.23,1249400000,1348715000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/20,8-2004,1091.23,1100.26,1089.5699,1098.35,1199900000,1341835000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/23,8-2004,1098.35,1101.4,1094.73,1095.6801,1021900000,1322260000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/24,8-2004,1095.6801,1100.9399,1092.8199,1096.1899,1092500000,1296345000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/25,8-2004,1096.1899,1106.29,1093.24,1104.96,1192200000,1278240000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/26,8-2004,1104.96,1106.78,1102.46,1105.09,1023600000,1252915000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/27,8-2004,1105.09,1109.6801,1104.62,1107.77,845400000,1230275000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/30,8-2004,1107.77,1107.77,1099.15,1099.15,843100000,1208630000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/8/31,8-2004,1099.15,1104.24,1094.72,1104.24,1138200000,1198625000,5.4,105.7,165.9,79.95207095,2.65438787,5.8675,44334,5.65,4.3
2004/9/1,9-2004,1104.24,1109.24,1099.1801,1105.91,1142100000,1187270000,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/2,9-2004,1105.91,1119.11,1105.6,1118.3101,1118400000,1173320000,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/3,9-2004,1118.3101,1120.8,1113.5699,1113.63,924170000,1143478500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/7,9-2004,1113.63,1124.08,1113.63,1121.3,1214400000,1149898500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/8,9-2004,1121.3,1123.05,1116.27,1116.27,1246300000,1149933500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/9,9-2004,1116.27,1121.3,1113.62,1118.38,1371300000,1147978500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/10,9-2004,1118.38,1125.26,1114.39,1123.92,1261200000,1140783500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/13,9-2004,1123.92,1129.78,1123.35,1125.8199,1299800000,1147018500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/14,9-2004,1125.8199,1129.46,1124.72,1128.33,1204500000,1146933500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/15,9-2004,1128.33,1128.33,1119.8199,1120.37,1256000000,1146343500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/16,9-2004,1120.37,1126.0601,1120.37,1123.5,1113900000,1137913500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/17,9-2004,1123.5,1130.14,1123.5,1128.55,1422600000,1146573500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/20,9-2004,1128.55,1128.55,1120.34,1122.2,1197600000,1146458500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/21,9-2004,1122.2,1131.54,1122.2,1129.3,1325000000,1161613500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/22,9-2004,1129.3,1129.3,1112.67,1113.5601,1379900000,1175983500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/23,9-2004,1113.5601,1113.61,1108.05,1108.36,1286300000,1180688500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/24,9-2004,1108.36,1113.8101,1108.36,1110.11,1255400000,1192278500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/27,9-2004,1110.11,1110.11,1103.24,1103.52,1263500000,1213183500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/28,9-2004,1103.52,1111.77,1101.29,1110.0601,1396600000,1240858500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/29,9-2004,1110.0601,1114.8,1107.42,1114.8,1402900000,1254093500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/9/30,9-2004,1114.8,1116.3101,1109.6801,1114.58,1748000000,1284388500,5.4,98.7,167.2,80.12083521,2.537796971,5.754,44334,5.46,4.1
2004/10/1,10-2004,1114.58,1131.64,1114.58,1131.5,1582200000,1307578500,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/4,10-2004,1131.5,1140.13,1131.5,1135.17,1534000000,1338070000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/5,10-2004,1135.17,1137.87,1132.03,1134.48,1418400000,1348270000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/6,10-2004,1134.48,1142.05,1132.9399,1142.05,1416700000,1356790000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/7,10-2004,1142.05,1142.05,1130.5,1130.65,1447500000,1360600000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/8,10-2004,1130.65,1132.92,1120.1899,1122.14,1291600000,1362120000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/11,10-2004,1122.14,1126.2,1122.14,1124.39,943800000,1344320000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/12,10-2004,1124.39,1124.39,1115.77,1121.84,1320100000,1350100000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/13,10-2004,1121.84,1127.01,1109.63,1113.65,1546200000,1364610000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/14,10-2004,1113.65,1114.96,1102.0601,1103.29,1489500000,1383390000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/15,10-2004,1103.29,1113.17,1102.14,1108.2,1645100000,1394515000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/18,10-2004,1108.2,1114.46,1103.33,1114.02,1373300000,1403300000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/19,10-2004,1114.02,1117.96,1103.15,1103.23,1737500000,1423925000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/20,10-2004,1103.23,1104.09,1094.25,1103.66,1685700000,1439215000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/21,10-2004,1103.66,1108.87,1098.47,1106.49,1673000000,1458550000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/22,10-2004,1106.49,1108.14,1095.47,1095.74,1469600000,1469260000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/25,10-2004,1095.74,1096.8101,1090.29,1094.8,1380500000,1475110000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/26,10-2004,1094.8101,1111.1,1094.8101,1111.09,1685400000,1489550000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/27,10-2004,1111.09,1126.29,1107.4301,1125.4,1741900000,1506500000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/28,10-2004,1125.34,1130.67,1120.6,1127.4399,1628200000,1500510000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/10/29,10-2004,1127.4399,1131.4,1124.62,1130.2,1500800000,1496440000,5.5,96.7,165.9,80.54274588,3.189189187,5.7225,44334,5.47,3.9
2004/11/1,11-2004,1130.2,1133.41,1127.6,1130.51,1395900000,1489535000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/2,11-2004,1130.51,1140.48,1128.12,1130.5601,1659000000,1501565000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/3,11-2004,1130.54,1147.5699,1130.54,1143.2,1767500000,1519105000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/4,11-2004,1143.2,1161.67,1142.34,1161.67,1782700000,1535865000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/5,11-2004,1161.67,1170.87,1160.66,1166.17,1724400000,1557505000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/8,11-2004,1166.17,1166.77,1162.3199,1164.89,1358700000,1578250000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/9,11-2004,1164.89,1168.96,1162.48,1164.08,1450800000,1584785000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/10,11-2004,1164.08,1169.25,1162.51,1162.91,1504300000,1582690000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/11,11-2004,1162.91,1174.8,1162.91,1173.48,1393000000,1577865000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/12,11-2004,1173.48,1184.17,1171.4301,1184.17,1531600000,1572190000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/15,11-2004,1184.17,1184.48,1179.85,1183.8101,1453300000,1576190000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/16,11-2004,1183.8101,1183.8101,1175.3199,1175.4301,1364400000,1557535000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/17,11-2004,1175.4301,1188.46,1175.4301,1181.9399,1684200000,1557460000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/18,11-2004,1181.9399,1184.9,1180.15,1183.55,1456700000,1546645000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
2004/11/19,11-2004,1183.55,1184,1169.1899,1170.34,1526600000,1549495000,5.4,92.9,165.5,80.58493695,3.52303523,5.73,44334,5.52,4.3
